page_id,product,terminal,level,parent_id,title,route,primary_role,purpose,components,primary_actions,states,api_domains,priority,acceptance,is_leaf
PAGE-230,乐趣生活,微信小程序,3,PAGE-225,支付,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-231,乐趣生活,微信小程序,4,PAGE-230,微信支付,/life/page-231,消费者,完成“微信支付”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-232,乐趣生活,微信小程序,4,PAGE-230,支付结果,/life/page-232,消费者,完成“支付结果”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-233,乐趣生活,微信小程序,2,,我的,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-234,乐趣生活,微信小程序,3,PAGE-233,会员,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-235,乐趣生活,微信小程序,4,PAGE-234,会员首页,/life/page-235,消费者,完成“会员首页”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-236,乐趣生活,微信小程序,3,PAGE-233,订单,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-237,乐趣生活,微信小程序,4,PAGE-236,订单列表,/life/page-237,按页面权限,完成“订单列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-238,乐趣生活,微信小程序,4,PAGE-236,订单详情,/life/page-238,按页面权限,完成“订单详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-239,乐趣生活,微信小程序,5,PAGE-238,售后记录,/life/page-239,按页面权限,完成“售后记录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-240,乐趣生活,微信小程序,6,PAGE-239,退款详情,/life/page-240,按页面权限,完成“退款详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-241,乐趣生活,微信小程序,3,PAGE-233,团购券,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-242,乐趣生活,微信小程序,4,PAGE-241,待使用券,/life/page-242,按页面权限,完成“待使用券”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-243,乐趣生活,微信小程序,4,PAGE-241,核销结果,/life/page-243,按页面权限,完成“核销结果”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-244,乐趣生活,微信小程序,3,PAGE-233,售后,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-245,乐趣生活,微信小程序,4,PAGE-244,申请售后,/life/page-245,按页面权限,完成“申请售后”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-246,乐趣生活,微信小程序,4,PAGE-244,售后详情,/life/page-246,按页面权限,完成“售后详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-247,乐趣生活,微信小程序,3,PAGE-233,地址,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-248,乐趣生活,微信小程序,4,PAGE-247,地址管理,/life/page-248,按页面权限,完成“地址管理”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-249,乐趣生活,微信小程序,3,PAGE-233,发票,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-250,乐趣生活,微信小程序,4,PAGE-249,发票与抬头,/life/page-250,按页面权限,完成“发票与抬头”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-251,乐趣生活,微信小程序,3,PAGE-233,消费奖励,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-252,乐趣生活,微信小程序,4,PAGE-251,奖励明细,/life/page-252,按页面权限,完成“奖励明细”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-253,乐趣生活,微信小程序,3,PAGE-233,设置,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-254,乐趣生活,微信小程序,4,PAGE-253,隐私与授权,/life/page-254,商户管理员,完成“隐私与授权”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-255,乐趣生活,微信小程序,4,PAGE-253,订阅消息,/life/page-255,按页面权限,完成“订阅消息”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-256,乐趣生活,微信小程序,2,,AI生活助手,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-257,乐趣生活,微信小程序,3,PAGE-256,对话,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-258,乐趣生活,微信小程序,4,PAGE-257,小满生活助手,/life/page-258,按页面权限,完成“小满生活助手”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-259,乐趣生活,微信小程序,4,PAGE-257,订单与售后工具,/life/page-259,按页面权限,完成“订单与售后工具”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-260,乐趣生活,微信小程序,2,,客服与帮助,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-261,乐趣生活,微信小程序,3,PAGE-260,AI客服,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-262,乐趣生活,微信小程序,4,PAGE-261,乐趣生活客服,/life/page-262,客服与店长,完成“乐趣生活客服”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-263,乐趣生活,微信小程序,3,PAGE-260,工单,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-264,乐趣生活,微信小程序,4,PAGE-263,我的工单,/life/page-264,客服与店长,完成“我的工单”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-265,商家独立小程序模板实例,微信小程序,2,,商家首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-266,商家独立小程序模板实例,微信小程序,3,PAGE-265,首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-267,商家独立小程序模板实例,微信小程序,4,PAGE-266,品牌与门店,/merchant/page-267,按页面权限,完成“品牌与门店”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-268,商家独立小程序模板实例,微信小程序,3,PAGE-265,门店,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-269,商家独立小程序模板实例,微信小程序,4,PAGE-268,门店信息,/merchant/page-269,按页面权限,完成“门店信息”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-270,商家独立小程序模板实例,微信小程序,4,PAGE-268,门店切换,/merchant/page-270,按页面权限,完成“门店切换”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-271,商家独立小程序模板实例,微信小程序,2,,商品与团购,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-272,商家独立小程序模板实例,微信小程序,3,PAGE-271,商品,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-273,商家独立小程序模板实例,微信小程序,4,PAGE-272,商品列表,/merchant/page-273,按页面权限,完成“商品列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-274,商家独立小程序模板实例,微信小程序,4,PAGE-272,商品详情,/merchant/page-274,消费者,完成“商品详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-275,商家独立小程序模板实例,微信小程序,3,PAGE-271,团购,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-276,商家独立小程序模板实例,微信小程序,4,PAGE-275,团购列表,/merchant/page-276,按页面权限,完成“团购列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-277,商家独立小程序模板实例,微信小程序,4,PAGE-275,团购详情,/merchant/page-277,消费者,完成“团购详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-278,商家独立小程序模板实例,微信小程序,2,,购物与支付,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-279,商家独立小程序模板实例,微信小程序,3,PAGE-278,购物车,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-280,商家独立小程序模板实例,微信小程序,4,PAGE-279,购物车,/merchant/page-280,消费者,完成“购物车”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-281,商家独立小程序模板实例,微信小程序,3,PAGE-278,结算,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-282,商家独立小程序模板实例,微信小程序,4,PAGE-281,确认订单,/merchant/page-282,按页面权限,完成“确认订单”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-283,商家独立小程序模板实例,微信小程序,3,PAGE-278,支付,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-284,商家独立小程序模板实例,微信小程序,4,PAGE-283,商家微信支付,/merchant/page-284,消费者,向商家自己的微信支付商户号付款,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,支付;重试;查询真实状态,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,payment;order,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-285,商家独立小程序模板实例,微信小程序,4,PAGE-283,支付结果,/merchant/page-285,消费者,完成“支付结果”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-286,商家独立小程序模板实例,微信小程序,2,,订单与核销,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-287,商家独立小程序模板实例,微信小程序,3,PAGE-286,订单,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-288,商家独立小程序模板实例,微信小程序,4,PAGE-287,订单列表,/merchant/page-288,按页面权限,完成“订单列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-289,商家独立小程序模板实例,微信小程序,4,PAGE-287,订单详情,/merchant/page-289,按页面权限,完成“订单详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-290,商家独立小程序模板实例,微信小程序,5,PAGE-289,售后记录,/merchant/page-290,按页面权限,完成“售后记录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-291,商家独立小程序模板实例,微信小程序,6,PAGE-290,退款详情,/merchant/page-291,按页面权限,完成“退款详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-292,商家独立小程序模板实例,微信小程序,3,PAGE-286,团购券,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-293,商家独立小程序模板实例,微信小程序,4,PAGE-292,我的券,/merchant/page-293,消费者,完成“我的券”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-294,商家独立小程序模板实例,微信小程序,4,PAGE-292,券码详情,/merchant/page-294,按页面权限,完成“券码详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-295,商家独立小程序模板实例,微信小程序,2,,AI店员,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-296,商家独立小程序模板实例,微信小程序,3,PAGE-295,对话,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-297,商家独立小程序模板实例,微信小程序,4,PAGE-296,半屏快速问,/merchant/page-297,按页面权限,完成“半屏快速问”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-298,商家独立小程序模板实例,微信小程序,4,PAGE-296,全屏会话,/merchant/page-298,客服与店长,完成“全屏会话”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-299,商家独立小程序模板实例,微信小程序,4,PAGE-296,人工回复提醒,/merchant/page-299,按页面权限,完成“人工回复提醒”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-300,商家独立小程序模板实例,微信小程序,2,,会员与我的,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-301,商家独立小程序模板实例,微信小程序,3,PAGE-300,会员,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-302,商家独立小程序模板实例,微信小程序,4,PAGE-301,商家会员,/merchant/page-302,按页面权限,完成“商家会员”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-303,商家独立小程序模板实例,微信小程序,3,PAGE-300,售后,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-304,商家独立小程序模板实例,微信小程序,4,PAGE-303,售后申请,/merchant/page-304,按页面权限,完成“售后申请”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-305,商家独立小程序模板实例,微信小程序,4,PAGE-303,售后进度,/merchant/page-305,按页面权限,完成“售后进度”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-306,商家独立小程序模板实例,微信小程序,3,PAGE-300,设置,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-307,商家独立小程序模板实例,微信小程序,4,PAGE-306,隐私与客户档案,/merchant/page-307,按页面权限,完成“隐私与客户档案”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
